symbol,timestamp,open,high,low,close
GBPUSD=X,2024-12-17,0.78678,0.78864,0.78605,0.78678
GBPUSD=X,2024-12-16,0.78794,0.78950,0.78614,0.78794
GBPUSD=X,2024-12-15,0.79202,0.79202,0.78764,0.79202
GBPUSD=X,2024-12-12,0.78899,0.79315,0.78875,0.78899
GBPUSD=X,2024-12-11,0.78338,0.78915,0.78208,0.78338
GBPUSD=X,2024-12-10,0.78252,0.78653,0.78239,0.78252
GBPUSD=X,2024-12-09,0.78442,0.78589,0.78342,0.78442
GBPUSD=X,2024-12-08,0.78446,0.78634,0.78140,0.78446
GBPUSD=X,2024-12-05,0.78379,0.78557,0.78074,0.78379
GBPUSD=X,2024-12-04,0.78738,0.78784,0.78313,0.78738
GBPUSD=X,2024-12-03,0.78905,0.79153,0.78639,0.78905
GBPUSD=X,2024-12-02,0.79006,0.79126,0.78769,0.79006
GBPUSD=X,2024-12-01,0.78720,0.79249,0.78604,0.78741
GBPUSD=X,2024-11-28,0.78773,0.78907,0.78446,0.78773
GBPUSD=X,2024-11-27,0.78883,0.79081,0.78805,0.78884
GBPUSD=X,2024-11-26,0.79539,0.79580,0.78785,0.79539
GBPUSD=X,2024-11-25,0.79797,0.79951,0.79269,0.79797
GBPUSD=X,2024-11-24,0.79414,0.79731,0.79292,0.79414
GBPUSD=X,2024-11-21,0.79468,0.80080,0.79406,0.79468
GBPUSD=X,2024-11-20,0.79029,0.79487,0.78991,0.79029
GBPUSD=X,2024-11-19,0.78778,0.79164,0.78654,0.78778
GBPUSD=X,2024-11-18,0.78877,0.79282,0.78813,0.78877
GBPUSD=X,2024-11-17,0.79259,0.79277,0.78980,0.79259
GBPUSD=X,2024-11-14,0.78947,0.79271,0.78763,0.78947
GBPUSD=X,2024-11-13,0.78704,0.79173,0.78620,0.78704
GBPUSD=X,2024-11-12,0.78505,0.78810,0.78362,0.78505
GBPUSD=X,2024-11-11,0.77687,0.78558,0.77682,0.77687
GBPUSD=X,2024-11-10,0.77425,0.77782,0.77363,0.77425
GBPUSD=X,2024-11-07,0.77039,0.77507,0.77023,0.77039
GBPUSD=X,2024-11-06,0.77628,0.77664,0.76874,0.77628
GBPUSD=X,2024-11-05,0.76678,0.77913,0.76677,0.76678
GBPUSD=X,2024-11-04,0.77198,0.77232,0.76807,0.77198
GBPUSD=X,2024-11-03,0.77207,0.77307,0.76934,0.77207
GBPUSD=X,2024-10-31,0.77539,0.77616,0.77047,0.77539
GBPUSD=X,2024-10-30,0.77172,0.77843,0.76934,0.77172
GBPUSD=X,2024-10-29,0.76849,0.77289,0.76692,0.76849
GBPUSD=X,2024-10-28,0.77095,0.77184,0.76882,0.77095
GBPUSD=X,2024-10-27,0.77180,0.77281,0.76924,0.77180
GBPUSD=X,2024-10-24,0.77089,0.77181,0.76935,0.77089
GBPUSD=X,2024-10-23,0.77440,0.77450,0.77002,0.77440
GBPUSD=X,2024-10-22,0.77030,0.77304,0.76955,0.77030
GBPUSD=X,2024-10-21,0.77033,0.77245,0.76840,0.77033
GBPUSD=X,2024-10-20,0.76619,0.77051,0.76614,0.76619
GBPUSD=X,2024-10-17,0.76843,0.76856,0.76516,0.76843
GBPUSD=X,2024-10-16,0.76991,0.77073,0.76809,0.76991
GBPUSD=X,2024-10-15,0.76540,0.77026,0.76476,0.76540
GBPUSD=X,2024-10-14,0.76539,0.76714,0.76329,0.76539
GBPUSD=X,2024-10-13,0.76642,0.76745,0.76501,0.76642
GBPUSD=X,2024-10-10,0.76566,0.76676,0.76447,0.76566
GBPUSD=X,2024-10-09,0.76529,0.76762,0.76382,0.76529
GBPUSD=X,2024-10-08,0.76374,0.76587,0.76320,0.76374
GBPUSD=X,2024-10-07,0.76432,0.76545,0.76261,0.76432
GBPUSD=X,2024-10-06,0.76200,0.76574,0.76145,0.76200
GBPUSD=X,2024-10-03,0.76171,0.76500,0.75904,0.76171
GBPUSD=X,2024-10-02,0.75390,0.76377,0.75389,0.75390
GBPUSD=X,2024-10-01,0.75347,0.75485,0.75165,0.75347
GBPUSD=X,2024-09-30,0.74765,0.75395,0.74690,0.74765
GBPUSD=X,2024-09-29,0.74727,0.74841,0.74502,0.74727
GBPUSD=X,2024-09-26,0.74570,0.74846,0.74476,0.74570
GBPUSD=X,2024-09-25,0.75104,0.75113,0.74446,0.75104
GBPUSD=X,2024-09-24,0.74480,0.74985,0.74468,0.74480
GBPUSD=X,2024-09-23,0.74913,0.75008,0.74638,0.74913
GBPUSD=X,2024-09-22,0.75116,0.75472,0.74856,0.75116
GBPUSD=X,2024-09-19,0.75296,0.75364,0.74964,0.75296
GBPUSD=X,2024-09-18,0.75755,0.76021,0.75126,0.75755
GBPUSD=X,2024-09-17,0.75950,0.76017,0.75457,0.75950
GBPUSD=X,2024-09-16,0.75700,0.75995,0.75589,0.75700
GBPUSD=X,2024-09-15,0.76127,0.76134,0.75684,0.76127
GBPUSD=X,2024-09-12,0.76153,0.76250,0.76014,0.76153
GBPUSD=X,2024-09-11,0.76699,0.76738,0.76433,0.76699
GBPUSD=X,2024-09-10,0.76456,0.76913,0.76278,0.76456
GBPUSD=X,2024-09-09,0.76509,0.76636,0.76294,0.76509
GBPUSD=X,2024-09-08,0.76153,0.76511,0.76088,0.76153
GBPUSD=X,2024-09-05,0.75895,0.76167,0.75567,0.75895
GBPUSD=X,2024-09-04,0.76086,0.76111,0.75876,0.76086
GBPUSD=X,2024-09-03,0.76262,0.76331,0.75911,0.76262
GBPUSD=X,2024-09-02,0.76099,0.76400,0.76065,0.76099
GBPUSD=X,2024-09-01,0.76170,0.76225,0.76025,0.76170
GBPUSD=X,2024-08-29,0.75961,0.76187,0.75763,0.75961
GBPUSD=X,2024-08-28,0.75800,0.76075,0.75610,0.75800
GBPUSD=X,2024-08-27,0.75438,0.75810,0.75418,0.75438
GBPUSD=X,2024-08-26,0.75811,0.75874,0.75504,0.75811
GBPUSD=X,2024-08-25,0.75694,0.75865,0.75635,0.75694
GBPUSD=X,2024-08-22,0.76359,0.76384,0.75594,0.76359
GBPUSD=X,2024-08-21,0.76384,0.76447,0.76172,0.76384
GBPUSD=X,2024-08-20,0.76722,0.76858,0.76471,0.76722
GBPUSD=X,2024-08-19,0.76989,0.77089,0.76663,0.76989
GBPUSD=X,2024-08-18,0.77246,0.77270,0.76948,0.77246
GBPUSD=X,2024-08-15,0.77771,0.77785,0.77438,0.77771
GBPUSD=X,2024-08-14,0.77973,0.78130,0.77704,0.77973
GBPUSD=X,2024-08-13,0.77727,0.77986,0.77711,0.77727
GBPUSD=X,2024-08-12,0.78318,0.78351,0.77912,0.78318
GBPUSD=X,2024-08-11,0.78439,0.78450,0.78165,0.78439
GBPUSD=X,2024-08-08,0.78452,0.78577,0.78293,0.78452
GBPUSD=X,2024-08-07,0.78875,0.78953,0.78485,0.78875
GBPUSD=X,2024-08-06,0.78846,0.78856,0.78525,0.78846
GBPUSD=X,2024-08-05,0.78200,0.78907,0.78109,0.78200
GBPUSD=X,2024-08-04,0.78204,0.78676,0.78034,0.78204
GBPUSD=X,2024-08-01,0.78566,0.78691,0.77885,0.78566
GBPUSD=X,2024-07-31,0.77809,0.78400,0.77760,0.77809
GBPUSD=X,2024-07-30,0.77906,0.77993,0.77798,0.77906
GBPUSD=X,2024-07-29,0.77767,0.77999,0.77738,0.77767
GBPUSD=X,2024-07-28,0.77718,0.78082,0.77593,0.77718
GBPUSD=X,2024-07-25,0.77797,0.77819,0.77681,0.77797
GBPUSD=X,2024-07-24,0.77526,0.77753,0.77443,0.77526
GBPUSD=X,2024-07-23,0.77518,0.77652,0.77294,0.77518
GBPUSD=X,2024-07-22,0.77329,0.77593,0.77315,0.77329
GBPUSD=X,2024-07-21,0.77327,0.77482,0.77277,0.77327
GBPUSD=X,2024-07-18,0.77222,0.77513,0.77231,0.77222
GBPUSD=X,2024-07-17,0.76885,0.77109,0.76851,0.76885
GBPUSD=X,2024-07-16,0.77065,0.77131,0.76665,0.77065
GBPUSD=X,2024-07-15,0.77109,0.77286,0.77050,0.77109
GBPUSD=X,2024-07-14,0.77125,0.77155,0.76957,0.77125
GBPUSD=X,2024-07-11,0.77392,0.77513,0.76980,0.77392
GBPUSD=X,2024-07-10,0.77808,0.77824,0.77235,0.77808
GBPUSD=X,2024-07-09,0.78197,0.78223,0.77842,0.78197
GBPUSD=X,2024-07-08,0.78033,0.78266,0.77979,0.78033
GBPUSD=X,2024-07-07,0.78088,0.78115,0.77849,0.78088
GBPUSD=X,2024-07-04,0.78403,0.78400,0.78046,0.78403
GBPUSD=X,2024-07-03,0.78454,0.78493,0.78331,0.78454
GBPUSD=X,2024-07-02,0.78815,0.78875,0.78273,0.78815
GBPUSD=X,2024-07-01,0.79086,0.79277,0.78838,0.79086
GBPUSD=X,2024-06-30,0.79066,0.79139,0.78780,0.79066
GBPUSD=X,2024-06-27,0.79084,0.79244,0.78980,0.79084
GBPUSD=X,2024-06-26,0.79234,0.79285,0.78927,0.79234
GBPUSD=X,2024-06-25,0.78852,0.79240,0.78795,0.78852
GBPUSD=X,2024-06-24,0.78853,0.78924,0.78731,0.78853
GBPUSD=X,2024-06-23,0.79133,0.79164,0.78753,0.79133
GBPUSD=X,2024-06-20,0.78993,0.79208,0.78932,0.78993
GBPUSD=X,2024-06-19,0.78622,0.78950,0.78617,0.78622
GBPUSD=X,2024-06-18,0.78699,0.78738,0.78499,0.78699
GBPUSD=X,2024-06-17,0.78653,0.78932,0.78616,0.78653
GBPUSD=X,2024-06-16,0.78853,0.78992,0.78803,0.78853
GBPUSD=X,2024-06-13,0.78407,0.79009,0.78353,0.78407
GBPUSD=X,2024-06-12,0.78149,0.78431,0.78095,0.78149
GBPUSD=X,2024-06-11,0.78496,0.78537,0.77763,0.78496
GBPUSD=X,2024-06-10,0.78583,0.78700,0.78436,0.78583
GBPUSD=X,2024-06-09,0.78567,0.78811,0.78543,0.78567
GBPUSD=X,2024-06-06,0.78177,0.78641,0.78064,0.78177
GBPUSD=X,2024-06-05,0.78174,0.78342,0.78074,0.78174
GBPUSD=X,2024-06-04,0.78309,0.78392,0.78159,0.78309
GBPUSD=X,2024-06-03,0.78064,0.78472,0.78026,0.78064
GBPUSD=X,2024-06-02,0.78469,0.78774,0.78163,0.78469
GBPUSD=X,2024-05-30,0.78566,0.78737,0.78337,0.78566
GBPUSD=X,2024-05-29,0.78759,0.78864,0.78453,0.78759
GBPUSD=X,2024-05-28,0.78388,0.78702,0.78302,0.78388
GBPUSD=X,2024-05-27,0.78304,0.78356,0.78129,0.78304
GBPUSD=X,2024-05-26,0.78530,0.78532,0.78264,0.78530
GBPUSD=X,2024-05-23,0.78782,0.78859,0.78428,0.78782
GBPUSD=X,2024-05-22,0.78618,0.78709,0.78457,0.78618
GBPUSD=X,2024-05-21,0.78676,0.78740,0.78366,0.78676
GBPUSD=X,2024-05-20,0.78681,0.78795,0.78579,0.78681
GBPUSD=X,2024-05-19,0.78709,0.78803,0.78671,0.78709
GBPUSD=X,2024-05-16,0.78923,0.79083,0.78692,0.78923
GBPUSD=X,2024-05-15,0.78812,0.79086,0.78741,0.78812
GBPUSD=X,2024-05-14,0.79463,0.79467,0.78927,0.79463
GBPUSD=X,2024-05-13,0.79614,0.79928,0.79414,0.79614
GBPUSD=X,2024-05-12,0.79859,0.79891,0.79566,0.79859
GBPUSD=X,2024-05-09,0.79843,0.79983,0.79740,0.79843
GBPUSD=X,2024-05-08,0.80049,0.80330,0.79873,0.80049
GBPUSD=X,2024-05-07,0.79997,0.80203,0.79972,0.79997
GBPUSD=X,2024-05-06,0.79623,0.79800,0.79558,0.79623
GBPUSD=X,2024-05-05,0.79744,0.79752,0.79407,0.79744
GBPUSD=X,2024-05-02,0.79745,0.79815,0.79184,0.79745
GBPUSD=X,2024-05-01,0.79758,0.80178,0.79717,0.79758
GBPUSD=X,2024-04-30,0.80069,0.80210,0.80016,0.80069
GBPUSD=X,2024-04-29,0.79627,0.79976,0.79616,0.79627
GBPUSD=X,2024-04-28,0.79947,0.79951,0.79661,0.79947
GBPUSD=X,2024-04-25,0.79950,0.80320,0.79742,0.79950
GBPUSD=X,2024-04-24,0.80265,0.80295,0.79856,0.80265
GBPUSD=X,2024-04-23,0.80309,0.80496,0.80230,0.80309
GBPUSD=X,2024-04-22,0.80976,0.81090,0.80278,0.80976
GBPUSD=X,2024-04-21,0.80805,0.81300,0.80697,0.80811
GBPUSD=X,2024-04-18,0.80413,0.80712,0.80207,0.80413
GBPUSD=X,2024-04-17,0.80303,0.80407,0.80104,0.80303
GBPUSD=X,2024-04-16,0.80451,0.80535,0.80124,0.80451
GBPUSD=X,2024-04-15,0.80347,0.80580,0.80185,0.80347
GBPUSD=X,2024-04-14,0.80250,0.80368,0.80018,0.80250
GBPUSD=X,2024-04-11,0.79655,0.80460,0.79630,0.79655
GBPUSD=X,2024-04-10,0.79769,0.79929,0.79512,0.79769
GBPUSD=X,2024-04-09,0.78888,0.79778,0.78713,0.78888
GBPUSD=X,2024-04-08,0.79008,0.79056,0.78691,0.79008
GBPUSD=X,2024-04-07,0.79214,0.79280,0.79019,0.79214
GBPUSD=X,2024-04-04,0.79117,0.79525,0.79067,0.79117
GBPUSD=X,2024-04-03,0.79046,0.79083,0.78854,0.79046
GBPUSD=X,2024-04-02,0.79517,0.79598,0.79145,0.79517
GBPUSD=X,2024-04-01,0.79707,0.79751,0.79511,0.79707
GBPUSD=X,2024-03-31,0.79151,0.79744,0.79104,0.79151
GBPUSD=X,2024-03-28,0.79217,0.79302,0.79086,0.79217
GBPUSD=X,2024-03-27,0.79263,0.79454,0.79056,0.79263
GBPUSD=X,2024-03-26,0.79192,0.79329,0.79129,0.79192
GBPUSD=X,2024-03-25,0.79134,0.79205,0.78944,0.79134
GBPUSD=X,2024-03-24,0.79383,0.79422,0.79042,0.79383
GBPUSD=X,2024-03-21,0.78990,0.79518,0.78901,0.78990
GBPUSD=X,2024-03-20,0.78142,0.78992,0.78109,0.78142
GBPUSD=X,2024-03-19,0.78626,0.78838,0.78557,0.78626
GBPUSD=X,2024-03-18,0.78581,0.78940,0.78568,0.78581
GBPUSD=X,2024-03-17,0.78552,0.78603,0.78457,0.78552
GBPUSD=X,2024-03-14,0.78463,0.78561,0.78380,0.78463
GBPUSD=X,2024-03-13,0.78119,0.78548,0.77989,0.78119
GBPUSD=X,2024-03-12,0.78157,0.78277,0.78077,0.78157
GBPUSD=X,2024-03-11,0.78010,0.78444,0.77987,0.78010
GBPUSD=X,2024-03-10,0.77796,0.78159,0.77753,0.77796
GBPUSD=X,2024-03-07,0.78049,0.78119,0.77585,0.78049
GBPUSD=X,2024-03-06,0.78529,0.78598,0.78149,0.78529
GBPUSD=X,2024-03-05,0.78722,0.78803,0.78370,0.78722
GBPUSD=X,2024-03-04,0.78808,0.78920,0.78534,0.78808
GBPUSD=X,2024-03-03,0.78993,0.79021,0.78706,0.78993
GBPUSD=X,2024-02-29,0.79212,0.79364,0.79016,0.79212
GBPUSD=X,2024-02-28,0.78991,0.79190,0.78857,0.78993
GBPUSD=X,2024-02-27,0.78863,0.79215,0.78844,0.78863
GBPUSD=X,2024-02-26,0.78851,0.78986,0.78761,0.78846
GBPUSD=X,2024-02-25,0.78928,0.79017,0.78746,0.78918
GBPUSD=X,2024-02-22,0.78973,0.79060,0.78739,0.78973
GBPUSD=X,2024-02-21,0.79134,0.79292,0.78689,0.79134
GBPUSD=X,2024-02-20,0.79207,0.79346,0.79133,0.79207
GBPUSD=X,2024-02-19,0.79453,0.79508,0.78946,0.79453
GBPUSD=X,2024-02-18,0.79301,0.79473,0.79181,0.79302
GBPUSD=X,2024-02-15,0.79380,0.79660,0.79362,0.79380
GBPUSD=X,2024-02-14,0.79573,0.79733,0.79393,0.79573
GBPUSD=X,2024-02-13,0.79441,0.79770,0.79310,0.79441
GBPUSD=X,2024-02-12,0.79206,0.79510,0.78847,0.79208
GBPUSD=X,2024-02-11,0.79140,0.79319,0.79029,0.79140
GBPUSD=X,2024-02-08,0.79247,0.79369,0.79106,0.79247
GBPUSD=X,2024-02-07,0.79202,0.79531,0.79125,0.79202
GBPUSD=X,2024-02-06,0.79350,0.79397,0.79105,0.79350
GBPUSD=X,2024-02-05,0.79795,0.79795,0.79405,0.79795
GBPUSD=X,2024-02-04,0.79236,0.79878,0.79184,0.79236
GBPUSD=X,2024-02-01,0.78468,0.79227,0.78297,0.78468
GBPUSD=X,2024-01-31,0.78883,0.79202,0.78585,0.78883
GBPUSD=X,2024-01-30,0.78790,0.78948,0.78443,0.78790
GBPUSD=X,2024-01-29,0.78668,0.79099,0.78610,0.78668
GBPUSD=X,2024-01-28,0.78763,0.78971,0.78624,0.78763
GBPUSD=X,2024-01-25,0.78691,0.78885,0.78385,0.78691
GBPUSD=X,2024-01-24,0.78634,0.78790,0.78484,0.78634
GBPUSD=X,2024-01-23,0.78804,0.78837,0.78290,0.78804
GBPUSD=X,2024-01-22,0.78705,0.79026,0.78455,0.78705
GBPUSD=X,2024-01-21,0.78746,0.78815,0.78554,0.78746
GBPUSD=X,2024-01-18,0.78691,0.78975,0.78653,0.78691
GBPUSD=X,2024-01-17,0.78897,0.79053,0.78722,0.78897
GBPUSD=X,2024-01-16,0.79139,0.79393,0.78775,0.79139
GBPUSD=X,2024-01-15,0.78648,0.79232,0.78639,0.78648
GBPUSD=X,2024-01-14,0.78522,0.78658,0.78499,0.78522
GBPUSD=X,2024-01-11,0.78270,0.78613,0.78223,0.78270
GBPUSD=X,2024-01-10,0.78462,0.78795,0.78290,0.78462
GBPUSD=X,2024-01-09,0.78676,0.78828,0.78497,0.78676
GBPUSD=X,2024-01-08,0.78475,0.78805,0.78348,0.78475
GBPUSD=X,2024-01-07,0.78636,0.78899,0.78345,0.78636
GBPUSD=X,2024-01-04,0.78848,0.79292,0.78309,0.78848
GBPUSD=X,2024-01-03,0.78915,0.79016,0.78567,0.78915
GBPUSD=X,2024-01-02,0.79227,0.79253,0.79043,0.79227
GBPUSD=X,2024-01-01,0.78573,0.79292,0.78375,0.78573
GBPUSD=X,2023-12-31,0.78567,0.78790,0.78548,0.78567
GBPUSD=X,2023-12-28,0.78542,0.78735,0.78301,0.78542
GBPUSD=X,2023-12-27,0.78137,0.78500,0.77970,0.78137
GBPUSD=X,2023-12-26,0.78582,0.78748,0.78124,0.78582
GBPUSD=X,2023-12-25,0.78722,0.78834,0.78624,0.78722
GBPUSD=X,2023-12-24,0.78802,0.79212,0.78567,0.78802
GBPUSD=X,2023-12-21,0.78853,0.78877,0.78473,0.78853
GBPUSD=X,2023-12-20,0.79118,0.79283,0.78789,0.79118
GBPUSD=X,2023-12-19,0.78561,0.79165,0.78559,0.78549
GBPUSD=X,2023-12-18,0.79051,0.79064,0.78372,0.79051
GBPUSD=X,2023-12-17,0.78922,0.79179,0.78718,0.78922
GBPUSD=X,2023-12-14,0.78317,0.78831,0.78187,0.78317
GBPUSD=X,2023-12-13,0.79233,0.79283,0.78260,0.79233
GBPUSD=X,2023-12-12,0.79561,0.79961,0.79563,0.79561
GBPUSD=X,2023-12-11,0.79662,0.79885,0.79327,0.79662
GBPUSD=X,2023-12-10,0.79660,0.79785,0.79428,0.79660
GBPUSD=X,2023-12-07,0.79450,0.79979,0.79370,0.79450
GBPUSD=X,2023-12-06,0.79643,0.79719,0.79409,0.79643
GBPUSD=X,2023-12-05,0.79409,0.79478,0.79289,0.79409
GBPUSD=X,2023-12-04,0.79160,0.79471,0.79057,0.79160
GBPUSD=X,2023-12-03,0.78670,0.79329,0.78670,0.78670
GBPUSD=X,2023-11-30,0.79177,0.79273,0.78810,0.79177
GBPUSD=X,2023-11-29,0.78773,0.79336,0.78679,0.78773
GBPUSD=X,2023-11-28,0.78672,0.78958,0.78548,0.78672
GBPUSD=X,2023-11-27,0.79157,0.79318,0.78668,0.79157
GBPUSD=X,2023-11-26,0.79373,0.79435,0.79090,0.79373
GBPUSD=X,2023-11-23,0.79797,0.79853,0.79272,0.79797
GBPUSD=X,2023-11-22,0.80078,0.80077,0.79604,0.80078
GBPUSD=X,2023-11-21,0.79745,0.80326,0.79693,0.79745
GBPUSD=X,2023-11-20,0.79952,0.79972,0.79634,0.79952
GBPUSD=X,2023-11-19,0.80303,0.80347,0.79936,0.80303
GBPUSD=X,2023-11-16,0.80561,0.80806,0.80388,0.80561
GBPUSD=X,2023-11-15,0.80510,0.80795,0.80289,0.80510
GBPUSD=X,2023-11-14,0.80046,0.80615,0.80019,0.80046
GBPUSD=X,2023-11-13,0.81434,0.81531,0.80081,0.81434
GBPUSD=X,2023-11-12,0.81786,0.81820,0.81497,0.81786
GBPUSD=X,2023-11-09,0.81873,0.82049,0.81715,0.81873
GBPUSD=X,2023-11-08,0.81407,0.81616,0.81253,0.81407
GBPUSD=X,2023-11-07,0.81369,0.81680,0.81295,0.81369
GBPUSD=X,2023-11-06,0.81015,0.81473,0.80991,0.81015
GBPUSD=X,2023-11-05,0.80830,0.80871,0.80463,0.80830
GBPUSD=X,2023-11-02,0.82037,0.82074,0.80810,0.82037
GBPUSD=X,2023-11-01,0.82099,0.82267,0.81808,0.82099
GBPUSD=X,2023-10-31,0.82311,0.82666,0.82210,0.82311
GBPUSD=X,2023-10-30,0.82223,0.82508,0.81971,0.82204
GBPUSD=X,2023-10-29,0.82559,0.82701,0.82210,0.82559
GBPUSD=X,2023-10-26,0.82410,0.82604,0.82227,0.82410
GBPUSD=X,2023-10-25,0.82636,0.82857,0.82429,0.82636
GBPUSD=X,2023-10-24,0.82244,0.82545,0.82135,0.82244
GBPUSD=X,2023-10-23,0.81649,0.82250,0.81380,0.81649
GBPUSD=X,2023-10-22,0.82217,0.82359,0.81725,0.82217
GBPUSD=X,2023-10-19,0.82402,0.82684,0.82239,0.82402
GBPUSD=X,2023-10-18,0.82361,0.82700,0.82252,0.82361
GBPUSD=X,2023-10-17,0.82122,0.82371,0.81895,0.82122
GBPUSD=X,2023-10-16,0.81888,0.82408,0.81867,0.81888
