symbol,date,open,high,low,close,volume,adjclose
GBPUSD=X,2015-04-09,0.6723141074180603,0.6789557933807373,0.6718985438346863,0.6722689270973206,0.0,0.6722689270973206
GBPUSD=X,2015-04-10,0.6795555949211121,0.6854338645935059,0.6791402101516724,0.6795786619186401,0.0,0.6795786619186401
GBPUSD=X,2015-04-13,0.6831627488136292,0.6864925622940063,0.6815935969352722,0.6830974221229553,0.0,0.6830974221229553
GBPUSD=X,2015-04-14,0.6818026900291443,0.6847907900810242,0.6757487058639526,0.6818119883537292,0.0,0.6818119883537292
GBPUSD=X,2015-04-15,0.6770434975624084,0.6802073121070862,0.6753152012825012,0.6770480871200562,0.0,0.6770480871200562
GBPUSD=X,2015-04-16,0.6745362877845764,0.6750781536102295,0.6695681214332581,0.6744634509086609,0.0,0.6744634509086609
GBPUSD=X,2015-04-17,0.6699718832969666,0.6703625917434692,0.6644209623336792,0.6701155304908752,0.0,0.6701155304908752
GBPUSD=X,2015-04-20,0.6683643460273743,0.6716368198394775,0.6675121784210205,0.6682168841362,0.0,0.6682168841362
GBPUSD=X,2015-04-21,0.6708707809448242,0.6730653047561646,0.6687710285186768,0.670762836933136,0.0,0.670762836933136
GBPUSD=X,2015-04-22,0.6699270009994507,0.6705378890037537,0.6632179617881775,0.6697026491165161,0.0,0.6697026491165161
GBPUSD=X,2015-04-23,0.6652474403381348,0.6683598756790161,0.664107620716095,0.6650704741477966,0.0,0.6650704741477966
GBPUSD=X,2015-04-24,0.66454017162323,0.6654688119888306,0.6587962508201599,0.6644076704978943,0.0,0.6644076704978943
GBPUSD=X,2015-04-27,0.6590219736099243,0.6619448065757751,0.6562239527702332,0.6589916348457336,0.0,0.6589916348457336
GBPUSD=X,2015-04-28,0.6569611430168152,0.6588570475578308,0.652145504951477,0.6569266319274902,0.0,0.6569266319274902
GBPUSD=X,2015-04-29,0.6522348523139954,0.6524859666824341,0.6457570195198059,0.6522178649902344,0.0,0.6522178649902344
GBPUSD=X,2015-04-30,0.6482982039451599,0.6525540947914124,0.6456611752510071,0.6483150720596313,0.0,0.6483150720596313
GBPUSD=X,2015-05-01,0.6514658331871033,0.6612444519996643,0.6495362520217896,0.6513342261314392,0.0,0.6513342261314392
GBPUSD=X,2015-05-04,0.6600224375724792,0.662651002407074,0.6591957807540894,0.6602839231491089,0.0,0.6602839231491089
GBPUSD=X,2015-05-05,0.6613757014274597,0.662651002407074,0.6576610803604126,0.6613757014274597,0.0,0.6613757014274597
GBPUSD=X,2015-05-06,0.6591957807540894,0.6599352955818176,0.6542233228683472,0.6591523289680481,0.0,0.6591523289680481
GBPUSD=X,2015-05-07,0.6562325954437256,0.6593652963638306,0.6557635068893433,0.6562541127204895,0.0,0.6562541127204895
GBPUSD=X,2015-05-08,0.6495699882507324,0.6511433720588684,0.6443340182304382,0.649350643157959,0.0,0.649350643157959
GBPUSD=X,2015-05-11,0.6477858424186707,0.6496037244796753,0.64132159948349,0.6479160189628601,0.0,0.6479160189628601
GBPUSD=X,2015-05-12,0.642054557800293,0.642706573009491,0.6365979909896851,0.6420133709907532,0.0,0.6420133709907532
GBPUSD=X,2015-05-13,0.638325035572052,0.6396315693855286,0.6342923641204834,0.6382843255996704,0.0,0.6382843255996704
GBPUSD=X,2015-05-14,0.6355258822441101,0.6357885599136353,0.6324350833892822,0.6355662941932678,0.0,0.6355662941932678
GBPUSD=X,2015-05-15,0.6341153979301453,0.6368615627288818,0.6327512264251709,0.6341153979301453,0.0,0.6341153979301453
GBPUSD=X,2015-05-18,0.6354451775550842,0.6388714909553528,0.6354451775550842,0.6353644132614136,0.0,0.6353644132614136
GBPUSD=X,2015-05-19,0.6385288238525391,0.6471863389015198,0.6382476091384888,0.6385288238525391,0.0,0.6385288238525391
GBPUSD=X,2015-05-20,0.6446331143379211,0.6462453007698059,0.6415849924087524,0.6446622014045715,0.0,0.6446622014045715
GBPUSD=X,2015-05-21,0.6434385180473328,0.6441223621368408,0.6371334195137024,0.6434799432754517,0.0,0.6434799432754517
GBPUSD=X,2015-05-22,0.6386348605155945,0.6459113955497742,0.637470543384552,0.6384880542755127,0.0,0.6384880542755127
GBPUSD=X,2015-05-25,0.6462870836257935,0.6469560861587524,0.644994854927063,0.6464123725891113,0.0,0.6464123725891113
GBPUSD=X,2015-05-26,0.6464499831199646,0.6512239575386047,0.6464499831199646,0.6464249491691589,0.0,0.6464249491691589
GBPUSD=X,2015-05-27,0.649688184261322,0.6533812284469604,0.6478782296180725,0.6496037244796753,0.0,0.6496037244796753
GBPUSD=X,2015-05-28,0.6515931487083435,0.6551104784011841,0.650072455406189,0.6515931487083435,0.0,0.6515931487083435
GBPUSD=X,2015-05-29,0.6527798771858215,0.6563833355903625,0.6518904566764832,0.6528693437576294,0.0,0.6528693437576294
GBPUSD=X,2015-06-01,0.6543217897415161,0.6591523289680481,0.6534922122955322,0.6541934013366699,0.0,0.6541934013366699
GBPUSD=X,2015-06-02,0.6580722332000732,0.6586747169494629,0.6517162919044495,0.6580678820610046,0.0,0.6580678820610046
GBPUSD=X,2015-06-03,0.652145504951477,0.6555657386779785,0.6505672931671143,0.6520180106163025,0.0,0.6520180106163025
GBPUSD=X,2015-06-04,0.6526136994361877,0.6533684730529785,0.6476474404335022,0.6525157690048218,0.0,0.6525157690048218
GBPUSD=X,2015-06-05,0.6509568691253662,0.6580462455749512,0.6507027745246887,0.6510416865348816,0.0,0.6510416865348816
GBPUSD=X,2015-06-08,0.6552221179008484,0.6570302248001099,0.6535477638244629,0.6551792025566101,0.0,0.6551792025566101
GBPUSD=X,2015-06-09,0.6518904566764832,0.655419647693634,0.6499837636947632,0.6518479585647583,0.0,0.6518479585647583
GBPUSD=X,2015-06-10,0.6498739719390869,0.6507027745246887,0.6430743932723999,0.6498274803161621,0.0,0.6498274803161621
GBPUSD=X,2015-06-11,0.6452778577804565,0.6480461359024048,0.6444960236549377,0.6453278064727783,0.0,0.6453278064727783
GBPUSD=X,2015-06-12,0.6446205973625183,0.6464709043502808,0.6412640810012817,0.6447162628173828,0.0,0.6447162628173828
GBPUSD=X,2015-06-15,0.6426735520362854,0.6457028388977051,0.6424670815467834,0.6427106857299805,0.0,0.6427106857299805
GBPUSD=X,2015-06-16,0.6412723064422607,0.6433722972869873,0.6392799019813538,0.6413010954856873,0.0,0.6413010954856873
GBPUSD=X,2015-06-17,0.6395089030265808,0.6399427056312561,0.6348763108253479,0.6396315693855286,0.0,0.6396315693855286
GBPUSD=X,2015-06-18,0.6310462355613708,0.6326311230659485,0.6278567314147949,0.6310979723930359,0.0,0.6310979723930359
GBPUSD=X,2015-06-19,0.6298815608024597,0.631492555141449,0.6291524171829224,0.6299212574958801,0.0,0.6299212574958801
GBPUSD=X,2015-06-22,0.630079984664917,0.6326311230659485,0.6286144852638245,0.6299609541893005,0.0,0.6299609541893005
GBPUSD=X,2015-06-23,0.6319714188575745,0.6360514163970947,0.6318635940551758,0.6318715810775757,0.0,0.6318715810775757
GBPUSD=X,2015-06-24,0.6354572176933289,0.6380806565284729,0.6328272819519043,0.6354854702949524,0.0,0.6354854702949524
GBPUSD=X,2015-06-25,0.6368209719657898,0.6378364562988281,0.6343688368797302,0.6367399096488953,0.0,0.6367399096488953
GBPUSD=X,2015-06-26,0.6351626515388489,0.6365979909896851,0.6343969702720642,0.6351787447929382,0.0,0.6351787447929382
GBPUSD=X,2015-06-29,0.6372714638710022,0.6376330852508545,0.633444607257843,0.6373080015182495,0.0,0.6373080015182495
GBPUSD=X,2015-06-30,0.6358895897865295,0.6372389793395996,0.6340028047561646,0.635930061340332,0.0,0.635930061340332
GBPUSD=X,2015-07-01,0.6376574635505676,0.6405821442604065,0.636273980140686,0.6375924348831177,0.0,0.6375924348831177
GBPUSD=X,2015-07-02,0.6409229040145874,0.642479419708252,0.6397625207901001,0.6409024000167847,0.0,0.6409024000167847
